district,district_value,mandal,mandal_value,village,village_value,property_type
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Gumma,306153,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Gummanti,306205,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Gummanti,306232,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Heetaguda,306070,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Jakaraguda,306258,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Jalada,306196,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Jampaputtu,306199,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Jamuguda,306257,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Jeelugulapadu,306106,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Jeenapadu,306248,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,KOTAPARTI,306046,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,KOTAPARTI,306297,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,KOTAPARTI,306298,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,KOTAPARTI,306299,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kadarevu,306276,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kamalapuram,306069,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kambavalasa,306120,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kambavalasa,306251,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kannamgaruvu,306198,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kanti Puram,306132,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kapativalasa,306022,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Karaiguda,306001,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Karaka Valasa,306142,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Karakavalasa,306265,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Karivesu,306145,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kasipatnam,306114,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Katika,306009,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Katimanuvalasa,306253,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Katturu,306097,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kittalingi,306005,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kittayyatota,306108,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kivarla,306192,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kodamaguda,306084,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kondavenkatapuram,306037,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kondemkota,306213,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kondiba,306088,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kontysimidi,306254,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kosamamidi,306054,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kotaparti,306243,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kotapartivalasa,306042,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kotharevallapalem,306288,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kothavalasa,306273,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kotta Valasa,306193,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kottamguda,306226,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kottavalasa,306079,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kotturu,306125,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kotyaguda,306013,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Krakavalasa,306086,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Krishna Puram,306126,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kudiya,306211,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kumburti,306167,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kummari Valasa,306017,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Kunapuram,306006,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Lanjilaguda,306091,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Laxmipuram,306071,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Laxmipuram,306090,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Liddangi,306002,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Limbaguda,306061,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Lungaparti,306160,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,MOOLAPATTAM,306281,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Maddigaruvu,306170,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Maddipadu,306147,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Madrebu,306234,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Makanapalle,306238,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Malinga Valasa,306075,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Mallapeta,306230,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Mandaparti,306095,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Mandru Valasa,306177,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Mangagumma,306136,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Mardaguda,306128,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Marrimanuvalasa,306113,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Marrivalasa,306163,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Medaparti,306144,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Metta Valasa,306155,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Metta Valasa,306180,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Mirithidungada,306277,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Mondijanguda,306077,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Mulyaguda,306082,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Muvvam Valasa,306060,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Nadimivalasa,306051,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Nakkala Mamidi,306202,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Nandigummi,306285,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Nandikota,306049,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Nandula Valasa,306135,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Nela Palem,306150,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Nerellavalasa,306096,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Nimmalapadu,306173,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Nimmavuta,306152,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Ninnimamidi,306056,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Nisaniguda,306059,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Onukonda,306286,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Pallamvanivalasa,306115,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Panasamanu Valasa,306121,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Pandiri Mamidi,306187,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Pandirimamidi Valasa,306089,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Pata Kota,306074,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Patipalle,306237,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Patti,306168,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Peda Bayalu,306207,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Peda Buruga-I,306227,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Peda Gangavaram,306249,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Peda Konela,306102,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Peda Rabha,306043,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Pedabidda,306133,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Pedaburugu-II,306272,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Pedakota,306215,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Pedduru,306104,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Pedduru,306263,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Pempudu Valasa,306085,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Penamarti,306181,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Pinakota,306216,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Poderti,306208,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Pooluguda,306021,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Pooluguda,306066,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Pooluguda,306080,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Porlu,306141,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Porlubanda,306217,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Pulusumamidi,306158,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Putikaputtu,306188,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Pynampadu,306175,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,R.T.Puram,306101,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Rachakilam,306239,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Rajupaka,306035,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Rallagaruvu,306269,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Rampalle,306038,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Ranjaliguda@Ranginiguda,306024,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Rayavalasa,306083,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Rayipadu,306161,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Regam,306073,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Regulapalem,306212,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Revallapalem,306245,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,SOTTADIVALASA,306292,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,SOTTADIVALASA,306294,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Sada,306052,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Samareddi Palem,306140,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Sankuparti,306030,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Saraiguda,306003,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Saravani Palem,306093,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Sariapalle,306026,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Sariya,306266,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Seesaguda,306062,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Seesamanda,306068,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Seetampeta,306094,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Singarbha,306055,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Singavaram,306032,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Solabongu,306223,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Sorasapodaru,306065,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Tadiguda,306076,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Tamuta,306240,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Tangellabanda,306183,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Tankota,306209,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Taragam,306201,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Tattapudi,306224,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Tattavalasa,306092,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Teegalamada,306123,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Tenkala Valasa,306194,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Tenteliguda,306081,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Tokavalasa,306053,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Tokuru,306018,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Totavalasa,306111,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Tumbarti,306174,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Tummanu Valasa,306112,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Tunisebu,306235,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,VANJALA VALASA,306137,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,VENKAYYAPALEM,306262,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Valasi,306172,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Vantalamamidi,306010,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Vantarbha,306200,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Vantinivani Palem,306105,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Varakavadu,306110,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Velagalapadu,306157,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Velamamidi,306204,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Vengada,306178,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Voobalu,306195,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Vootagedda,306164,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Vootamamidi,306279,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Y.S.R.Puram,306048,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Yerrametta,306156,rural
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,6,Zendagaruvu,306171,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Adaru,305099,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Addumanda,305033,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Amalaguda,305059,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Antiparthi,305038,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,BISHNUGUDA,305089,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,BORRIGUDA,305091,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Bairuguda,305165,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Baliyaguda,305021,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Baliyaguda,305112,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Bandapanuvalasa,305130,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Baski,305155,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Battivalasa,305064,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Beddaguda,305102,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Boduguda,305078,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Bondaguda,305083,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Bondam,305106,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Bonduguda,305022,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Bonduguda,305157,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Borrachinta,305027,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Borrakaluvalasa,305046,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Bosubeda,305084,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Boyiguda,305113,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,CHANDRAPODA,305166,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Cheedivalasa,305057,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Chellubadi,305018,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Chendrapodaru,305026,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,China Gangudi,305114,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Chinalabudu,305005,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Chittamgondi,305007,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,Chompi,305077,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,DINGRIPUTTU,305081,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,DOLLIGUDA,305073,rural
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,1,DUDDIKONDa,305037,rural
